x y
1 2298.0328073045 1888.48294623173
2 2487.87896338406 1720.64793868314
3 2674.97372589724 1448.25997561248
4 2768.52110715383 1294.18193589574
5 2644.70839666717 1261.16521309929
6 2364.06625289739 1261.16521309929
7 2130.19779975591 1340.95562652403
8 2053.15877989754 1698.63679015218
9 2295.28141373813 1885.73155266536
