x y
1 2575.13893579195 1965.3637000885
2 2397.04719813617 1892.80780696948
3 2291.51135359942 1816.95391870869
4 2433.32514469568 1714.71606931371
5 2466.30509611342 1619.07421020228
6 2532.26499894889 1549.81631222503
7 2627.90685806032 1572.90227821745
8 2733.44270259707 1530.02834137439
9 2885.15047911866 1566.3062879339
10 2921.42842567816 1721.31205959725
11 2812.59458599964 1863.12585069352
12 2736.74069773885 1962.06570494672
13 2578.43693093372 1971.95969037204
